service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
DIV20262-hms26bq6-Saturday-01,0,0,0,0,0,1,0,20260502,20260502
DIV20262-hms26bq7-Sunday-01,0,0,0,0,0,0,1,20260503,20260503
FALL 2025-N-Weekday-1-266Haverhill-S6d,1,1,1,1,1,0,0,20260504,20260612
FALL 2025-N-Weekday-1-266Haverhill-S72,1,1,1,1,1,0,0,20260504,20260612
FALL 2025-N-Weekday-1-266Haverhill-S9f,1,1,1,1,1,0,0,20260504,20260612
FALL 2025-NORTHSS-Weekend-1,0,0,0,0,0,1,1,20260502,20260613
FALL 2025-NORTHSS-Weekend-1-S6561ad1d,0,0,0,0,0,1,1,20260502,20260613
FALL 2025-NORTHSS-Weekend-1-S7d8482ee,0,0,0,0,0,1,1,20260502,20260613
FALL 2025-NORTHSS-Weekend-1-S9d378dcf,0,0,0,0,0,1,1,20260502,20260613
FALL 2025-NORTHSS-Weekend-10,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-NORTHSS-Weekend-10-S6561ad1d,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-NORTHSS-Weekend-10-S7d8482ee,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-NORTHSS-Weekend-10-S9d378dcf,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-NORTHWKD-Weekday-1-26l,1,1,1,1,1,0,0,20260504,20260612
FALL 2025-NORTHWKD-Weekday-10,1,0,0,0,1,0,0,20260424,20260427
FALL 2025-NORTHWKD-Weekday-10-S6561ad1d,1,0,0,0,1,0,0,20260424,20260427
FALL 2025-NORTHWKD-Weekday-10-S7d8482ee,1,0,0,0,1,0,0,20260424,20260427
FALL 2025-NORTHWKD-Weekday-10-S9d378dcf,1,0,0,0,1,0,0,20260424,20260427
FALL 2025-NORTHWKD-Weekday-21A,0,1,1,1,0,0,0,20260422,20260430
FALL 2025-NORTHWKD-Weekday-21A-S6d,0,1,1,1,0,0,0,20260422,20260430
FALL 2025-NORTHWKD-Weekday-21A-S72,0,1,1,1,0,0,0,20260422,20260430
FALL 2025-NORTHWKD-Weekday-21A-S9f,0,1,1,1,0,0,0,20260422,20260430
FALL 2025-SOUTHSS-Weekend-16,0,0,0,0,0,1,1,20260509,20260510
FALL 2025-SOUTHSS-Weekend-16-S85407dc6,0,0,0,0,0,1,1,20260509,20260510
FALL 2025-SOUTHSS-Weekend-16-Sb0e4ed14,0,0,0,0,0,1,1,20260509,20260510
FALL 2025-SOUTHSS-Weekend-16-Sb7371956,0,0,0,0,0,1,1,20260509,20260510
FALL 2025-SOUTHSS-Weekend-16-Sc9a3b080,0,0,0,0,0,1,1,20260509,20260510
FALL 2025-SOUTHSS-Weekend-16-Scbbf1ea5,0,0,0,0,0,1,1,20260509,20260510
FALL 2025-SOUTHSS-Weekend-16-Sd88ed885,0,0,0,0,0,1,1,20260509,20260510
FALL 2025-SOUTHSS-Weekend-1A-BsUpd,0,0,0,0,0,1,1,20260502,20260613
FALL 2025-SOUTHSS-Weekend-26,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-SOUTHSS-Weekend-26-S85407dc6,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-SOUTHSS-Weekend-26-Sb0e4ed14,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-SOUTHSS-Weekend-26-Sb7371956,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-SOUTHSS-Weekend-26-Sc9a3b080,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-SOUTHSS-Weekend-26-Scbbf1ea5,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-SOUTHSS-Weekend-26-Sd88ed885,0,0,0,0,0,1,1,20260425,20260426
FALL 2025-SOUTHWKD-Weekday-1B,1,1,1,1,1,0,0,20260422,20260612
FALL 2025-SOUTHWKD-Weekday-1B-S85407dc6,1,1,1,1,1,0,0,20260422,20260612
FALL 2025-SOUTHWKD-Weekday-1B-Sb0e4ed14,1,1,1,1,1,0,0,20260422,20260612
FALL 2025-SOUTHWKD-Weekday-1B-Sb7371956,1,1,1,1,1,0,0,20260422,20260612
FALL 2025-SOUTHWKD-Weekday-1B-Sc9a3b080,1,1,1,1,1,0,0,20260422,20260612
FALL 2025-SOUTHWKD-Weekday-1B-Scbbf1ea5,1,1,1,1,1,0,0,20260422,20260612
FALL 2025-SOUTHWKD-Weekday-1B-Sd88ed885,1,1,1,1,1,0,0,20260422,20260612
FLL 2025-SOUTHSS-Wnd-1A-BaseUpdated-S86,0,0,0,0,0,1,1,20260502,20260613
FLL 2025-SOUTHSS-Wnd-1A-BaseUpdated-Sb4,0,0,0,0,0,1,1,20260502,20260613
FLL 2025-SOUTHSS-Wnd-1A-BaseUpdated-Sb6,0,0,0,0,0,1,1,20260502,20260613
FLL 2025-SOUTHSS-Wnd-1A-BaseUpdated-Sc0,0,0,0,0,0,1,1,20260502,20260613
FLL 2025-SOUTHSS-Wnd-1A-BaseUpdated-Sc5,0,0,0,0,0,1,1,20260502,20260613
FLL 2025-SOUTHSS-Wnd-1A-BaseUpdated-Sd5,0,0,0,0,0,1,1,20260502,20260613
Fall/WinterWeekday,0,0,0,0,1,0,0,20260424,20260424
Green-C-34-Friday-67695,0,0,0,0,1,0,0,20260508,20260515
Green-C-34-Saturday-67695,0,0,0,0,0,1,0,20260509,20260516
Green-C-34-Sunday-67695,0,0,0,0,0,0,1,20260510,20260517
Green-C-34-Weekday-67695,1,1,1,1,0,0,0,20260506,20260514
LRV20262-hlb26011-Weekday-01,1,1,1,1,0,0,0,20260422,20260611
LRV20262-hlb26011-Weekday-01-S037dae5e,1,1,1,1,0,0,0,20260504,20260611
LRV20262-hlb26016-Saturday-01,0,0,0,0,0,1,0,20260502,20260606
LRV20262-hlb26016-Saturday-01-S037dae5e,0,0,0,0,0,1,0,20260502,20260606
LRV20262-hlb26017-Sunday-01,0,0,0,0,0,0,1,20260503,20260607
LRV20262-hlb26017-Sunday-01-S037dae5e,0,0,0,0,0,0,1,20260503,20260607
LRV20262-hlb26fr1-Weekday-01,0,0,0,0,1,0,0,20260424,20260612
LRV20262-hlm26011-Weekday-01,1,1,1,1,0,0,0,20260422,20260611
LRV20262-hlm26016-Saturday-01,0,0,0,0,0,1,0,20260425,20260606
LRV20262-hlm26fr1-Weekday-01,0,0,0,0,1,0,0,20260424,20260612
MemorialDay,0,0,0,0,0,0,0,20260525,20260525
PRIV20262-hpa26011-Weekday-01,1,1,1,1,1,0,0,20260422,20260612
PRIV20262-hpa26016-Saturday-01,0,0,0,0,0,1,0,20260425,20260516
PRIV20262-hpa26017-Sunday-01,0,0,0,0,0,0,1,20260426,20260517
PRIV20262-hpa26sp6-Saturday-01,0,0,0,0,0,1,0,20260523,20260613
PRIV20262-hpa26sp7-Sunday-01,1,0,0,0,0,0,1,20260524,20260531
PRIV20262-hpj26011-Weekday-01,1,1,1,1,1,0,0,20260422,20260612
PRIV20262-hpj26016-Saturday-01,0,0,0,0,0,1,0,20260425,20260613
PRIV20262-hpj26017-Sunday-01,0,0,0,0,0,0,1,20260426,20260607
PRIV20262-hpp26011-Weekday-01,1,1,1,1,1,0,0,20260427,20260612
PRIV20262-hpp26016-Saturday-01,0,0,0,0,0,1,0,20260425,20260606
PRIV20262-hpp26ns1-Weekday-01,0,0,1,1,1,0,0,20260422,20260424
RTL20262-hmb26011-Weekday-01,1,1,1,1,0,0,0,20260422,20260611
RTL20262-hmb26016-Saturday-01,0,0,0,0,0,1,0,20260425,20260606
RTL20262-hmb26017-Sunday-01,0,0,0,0,0,0,1,20260426,20260607
RTL20262-hmb26fr1-Weekday-01,0,0,0,0,1,0,0,20260424,20260612
RTL20262-hmo26011-Weekday-01,1,1,1,1,0,0,0,20260422,20260611
RTL20262-hmo26016-Saturday-01,0,0,0,0,0,1,0,20260502,20260606
RTL20262-hmo26017-Sunday-01,0,0,0,0,0,0,1,20260503,20260607
RTL20262-hmo26fr1-Weekday-01,0,0,0,0,1,0,0,20260424,20260612
RTL20262-hms26011-Weekday-01,1,1,1,1,0,0,0,20260422,20260611
RTL20262-hms26016-Saturday-01,0,0,0,0,0,1,0,20260425,20260606
RTL20262-hms26017-Sunday-01,0,0,0,0,0,0,1,20260426,20260607
RTL20262-hms26fr1-Weekday-01,0,0,0,0,1,0,0,20260424,20260612
Red-35-Saturday-7f2ef,0,0,0,0,0,1,0,20260502,20260502
Red-35-Sunday-7f2ef,0,0,0,0,0,0,1,20260503,20260503
Red-35-Weekday-7f2ef,1,0,0,0,0,0,0,20260504,20260504
Spring/SummerWeekday,1,1,1,1,1,0,0,20260422,20260612
SpringSaturday,0,0,0,0,0,1,0,20260613,20260613
SpringSunday,0,0,0,0,0,0,1,20260426,20260607
SpringWeekday,0,0,0,0,1,0,0,20260501,20260612
canonical,0,0,0,0,0,0,0,20260422,20260613
fare_regular,1,1,1,1,1,1,1,20260422,20260613
